block_datetime,value
2015-08-27,1.9747350329590874e+23
2015-08-28,3.004521286446571e+23
2015-08-29,4.3044505578088236e+23
2015-08-30,4.159170994898049e+23
2015-08-31,3.8484922336544884e+23
2015-09-01,1.419828973981143e+24
2015-09-02,2.7755600871101965e+23
2015-09-03,5.5678565575865086e+23
2015-09-04,1.7654864558238642e+23
2015-09-05,1.6747588302068222e+23
2015-09-06,2.9623450591882923e+23
2015-09-07,1.7711566103162346e+23
