block_datetime,value
2016-07-17,5.529636345769441e+23
2016-07-18,2.8605746948210865e+24
2016-07-19,9.752265753400078e+24
2016-07-20,1.404878152285982e+25
2016-07-21,1.7593810451980011e+24
2016-07-22,3.03970650998145e+24
2016-07-23,2.630014602210426e+24
2016-07-24,1.2819164313000172e+25
2016-07-25,6.786692284850671e+24
