block_datetime,value
2016-08-19,5.4885255614622326e+23
2016-08-20,1.5498057728115485e+24
2016-08-21,3.552725023020401e+24
2016-08-22,2.2350342291029093e+24
2016-08-23,4.4835165987736134e+24
2016-08-24,1.0008552357822401e+24
2016-08-25,9.24606893058305e+23
2016-08-26,1.95757640104941e+24
2016-08-27,8.372925720555445e+23
