block_datetime,value
2015-10-27,8.349182617146117e+21
2015-10-28,9.80149137649571e+23
2015-10-29,5.177612951612307e+23
2015-10-30,1.209372484197737e+24
2015-10-31,2.764178861926802e+23
2015-11-01,1.4552437366324423e+23
2015-11-02,3.518903252358122e+23
2015-11-03,5.9517201657530574e+23
2015-11-04,8.052792809739408e+23
2015-11-05,3.441772381576197e+23
2015-11-06,2.3469937578763998e+23
