block_datetime,value
2015-12-06,7.2662241898752735e+22
2015-12-07,4.5168583183812846e+23
2015-12-08,1.7735365918141954e+23
2015-12-09,2.451165830524145e+23
2015-12-10,2.1683184171040603e+23
2015-12-11,3.191695964985953e+23
2015-12-12,4.8580362308461134e+23
2015-12-13,3.23458149910188e+23
2015-12-14,3.08723049453244e+23
2015-12-15,5.3518562819770784e+23
2015-12-16,1.2475131036795998e+24
