block_datetime,value
2016-09-13,7.332416184575071e+23
2016-09-14,7.53057563066002e+23
2016-09-15,6.168064722426787e+23
2016-09-16,2.2696197205747587e+24
2016-09-17,7.996314112635962e+23
2016-09-18,1.5661709148846758e+24
2016-09-19,9.219632663392596e+23
2016-09-20,3.6862775872173703e+24
2016-09-21,1.362140176050731e+24
