block_datetime,value
2016-08-27,1.2656334118763717e+23
2016-08-28,8.29801832883272e+23
2016-08-29,1.1923526380643656e+24
2016-08-30,8.57699576579314e+23
2016-08-31,1.0925901744181846e+24
2016-09-01,1.9821394089884358e+24
2016-09-02,1.755148432812661e+24
2016-09-03,1.2506591012094518e+24
2016-09-04,1.3701047422514513e+24
