block_datetime,value
2016-01-05,8.334364446791937e+23
2016-01-06,2.6187453527286338e+23
2016-01-07,3.5022982905907254e+23
2016-01-08,1.9629499059642733e+23
2016-01-09,2.1079417218016017e+23
2016-01-10,1.409018974584389e+23
2016-01-11,5.045576187736482e+23
2016-01-12,9.904574541653142e+23
2016-01-13,4.2322574264398356e+23
2016-01-14,3.325000411449572e+23
2016-01-15,3.85723439595759e+22
