block_datetime,value
2016-03-14,5.005111819734323e+23
2016-03-15,1.2959207408650382e+24
2016-03-16,1.1148153417165957e+24
2016-03-17,1.744044252190094e+24
2016-03-18,2.3558020699841792e+24
2016-03-19,7.921604371595271e+23
2016-03-20,5.5571715038422784e+23
2016-03-21,8.915071325508767e+23
2016-03-22,6.855224339517321e+23
2016-03-23,3.1998258305229216e+22
