block_datetime,value
2015-09-07,2.5406734841747255e+22
2015-09-08,2.6368740370718683e+23
2015-09-09,1.1458380424846045e+24
2015-09-10,2.0600357085140175e+23
2015-09-11,7.264409099530912e+23
2015-09-12,2.1773424084580364e+23
2015-09-13,2.2418602975965457e+23
2015-09-14,2.6742636323547217e+23
2015-09-15,6.0343736254365587e+23
2015-09-16,5.552738440134043e+23
2015-09-17,2.9569765882540276e+23
