block_datetime,value
2016-09-04,1.1358862413595494e+23
2016-09-05,8.133172991654207e+23
2016-09-06,9.671067528358987e+23
2016-09-07,8.812759258982702e+23
2016-09-08,1.5161485812750496e+24
2016-09-09,6.952198037544416e+23
2016-09-10,6.690120442428646e+23
2016-09-11,8.453381307568111e+23
2016-09-12,9.295103715145528e+23
2016-09-13,2.238252148545575e+23
