block_datetime,value
2015-10-18,1.755513450220101e+23
2015-10-19,5.14721461705207e+23
2015-10-20,5.0159845891814e+23
2015-10-21,6.970342031172216e+23
2015-10-22,6.19255616185133e+23
2015-10-23,7.729422790049181e+23
2015-10-24,9.98651106267465e+22
2015-10-25,2.618204824742015e+23
2015-10-26,7.154728153955322e+23
2015-10-27,1.8850494220832352e+24
