block_datetime,value
2015-10-08,3.0726166156715145e+23
2015-10-09,2.2425005121724265e+23
2015-10-10,1.2848908082395389e+23
2015-10-11,1.529089785042876e+23
2015-10-12,2.708739340992781e+23
2015-10-13,4.1120433205685174e+23
2015-10-14,9.925118460196302e+23
2015-10-15,7.998404021433418e+23
2015-10-16,3.6012158298279954e+23
2015-10-17,2.4385297010094007e+23
2015-10-18,6.565821923700125e+21
