block_datetime,value
2015-11-06,7.034783367394752e+23
2015-11-07,4.259684191117397e+23
2015-11-08,8.966892152948871e+23
2015-11-09,9.469727186752698e+23
2015-11-10,8.911325009799016e+23
2015-11-11,3.0140398011445084e+23
2015-11-12,2.809446797354072e+23
2015-11-13,4.661400205375118e+23
2015-11-14,2.8361791365512024e+23
2015-11-15,1.755584539972615e+23
2015-11-16,2.9012743942440454e+23
