block_datetime,value
2016-07-25,3.0262145302505386e+24
2016-07-26,2.0796513816904492e+25
2016-07-27,1.2472133651370288e+25
2016-07-28,7.641593057245546e+24
2016-07-29,5.340728186972387e+24
2016-07-30,3.765261342669191e+24
2016-07-31,3.624010514153334e+24
2016-08-01,5.443307268995184e+24
2016-08-02,8.85844246194375e+24
