block_datetime,value
2016-04-08,1.3197858558819226e+23
2016-04-09,1.30707602032138e+24
2016-04-10,1.1806402207360643e+24
2016-04-11,6.235931465548705e+23
2016-04-12,1.090443093518301e+24
2016-04-13,1.138001278885146e+24
2016-04-14,9.439252889141596e+23
2016-04-15,5.9187194188938575e+23
2016-04-16,4.2192309918962805e+23
