block_datetime,value
2016-06-30,1.7626921229763908e+23
2016-07-01,8.598512243958431e+23
2016-07-02,4.628831622665818e+23
2016-07-03,5.1404737997082235e+23
2016-07-04,1.1703399083969748e+24
2016-07-05,3.5999959868424883e+24
2016-07-06,1.0617681708077359e+24
2016-07-07,9.859511102504357e+23
2016-07-08,6.832250615896954e+23
