block_datetime,value
2016-02-13,4.832359297065742e+22
2016-02-14,9.195186556577807e+23
2016-02-15,7.32564138884547e+23
2016-02-16,1.299832600798112e+24
2016-02-17,7.540173446627635e+23
2016-02-18,1.1269247874675816e+24
2016-02-19,4.940835739067629e+23
2016-02-20,1.1920321260722388e+24
2016-02-21,4.770338978505863e+23
2016-02-22,8.044690114547772e+23
2016-02-23,1.263244007082616e+24
