block_datetime,value
2016-01-25,2.059218644131483e+24
2016-01-26,1.4451146118041358e+24
2016-01-27,1.2165121406424163e+24
2016-01-28,9.219211823253294e+23
2016-01-29,8.634823694084846e+23
2016-01-30,9.90010500605266e+23
2016-01-31,1.09512940082779e+24
2016-02-01,5.999533954943039e+23
2016-02-02,6.192680556974619e+23
2016-02-03,6.203676812086577e+23
2016-02-04,7.084939376457691e+21
