block_datetime,value
2016-11-02,4.261624953008081e+24
2016-11-03,9.954121622508585e+24
2016-11-04,1.1986156738514041e+24
2016-11-05,8.646907160311394e+23
2016-11-06,5.149025404536198e+23
2016-11-07,6.415148362256607e+23
2016-11-08,6.75989120293906e+23
2016-11-09,2.0368135296422618e+24
2016-11-10,5.8203687190036666e+23
