block_datetime,value
2016-10-08,9.183709202555184e+23
2016-10-09,2.5862419436863394e+24
2016-10-10,2.585173485735884e+24
2016-10-11,2.3004049788690714e+24
2016-10-12,2.628589739022229e+24
2016-10-13,1.0203472453410015e+24
2016-10-14,2.634605522315665e+24
2016-10-15,1.1600675580472225e+24
2016-10-16,3.9705587002668444e+23
