block_datetime,value
2015-11-16,1.4587080286457132e+23
2015-11-17,1.1572554504056547e+24
2015-11-18,1.9901147477591246e+23
2015-11-19,2.744355759725968e+23
2015-11-20,1.945748713104969e+23
2015-11-21,1.3409446988751132e+23
2015-11-22,2.560327116262607e+23
2015-11-23,6.845919541215122e+23
2015-11-24,3.936393833765149e+23
2015-11-25,1.88350230413913e+23
2015-11-26,9.0493295668355e+23
