block_datetime,value
2015-08-17,2.0310261253435593e+24
2015-08-18,1.5487189150212395e+24
2015-08-19,1.1495846922990143e+24
2015-08-20,4.1734495610966786e+23
2015-08-21,5.868492962878597e+23
2015-08-22,4.945682550994979e+23
2015-08-23,4.9783496876770905e+23
2015-08-24,4.622906632757586e+23
2015-08-25,4.06455260412514e+23
2015-08-26,4.393884964629691e+23
2015-08-27,7.530167661682769e+22
