block_datetime,value
2016-06-05,9.865609841882443e+22
2016-06-06,4.802240054113309e+23
2016-06-07,1.0012651114374923e+24
2016-06-08,2.1521045234025195e+24
2016-06-09,4.62236827360072e+23
2016-06-10,8.951932420679785e+23
2016-06-11,5.270706268577695e+23
2016-06-12,1.1000167044945719e+24
2016-06-13,1.1810800073503594e+24
2016-06-14,5.306412436419297e+22
