block_datetime,value
2016-05-20,1.785887277617944e+24
2016-05-21,9.977906921391808e+23
2016-05-22,6.7227862140502e+23
2016-05-23,1.252185823338632e+24
2016-05-24,1.7628969719353746e+24
2016-05-25,1.7167586096188537e+24
2016-05-26,1.282277684774396e+24
2016-05-27,2.6151430258283277e+24
2016-05-28,9.935517590656582e+23
